precinct,office,district,candidate,party,votes
10-035 Talkeetna,State House,10,"Lacy, Neal T.",DEM,45
10-035 Talkeetna,State House,10,"Faye-Brazel, Patrici",DEM,52
10-035 Talkeetna,State House,10,Registered Voters,,1048
10-035 Talkeetna,State House,10,Times Counted,,126
10-035 Talkeetna,State House,10,"Eastman, David",REP,93
10-040 Trapper Creek,U.S. House,1,Registered Voters,,636
10-040 Trapper Creek,U.S. House,1,Times Counted,,12
10-040 Trapper Creek,U.S. House,1,"Cumings, Christophe",DEM,2
10-040 Trapper Creek,U.S. House,1,"Galvin, Alyse S.",DEM,4
10-040 Trapper Creek,U.S. House,1,"Hafner, Carol",DEM,2
10-040 Trapper Creek,U.S. House,1,"Shein, Dimitri",DEM,2
10-040 Trapper Creek,U.S. House,1,Registered Voters,,636
10-040 Trapper Creek,U.S. House,1,Times Counted,,76
10-040 Trapper Creek,U.S. House,1,"Nelson, Thomas",REP,9
10-040 Trapper Creek,U.S. House,1,"Whittaker, Jed",REP,12
10-040 Trapper Creek,U.S. House,1,"Young, Don",REP,52
10-040 Trapper Creek,GOVERNOR,,Registered Voters,,636
10-040 Trapper Creek,GOVERNOR,,Times Counted,,12
10-040 Trapper Creek,GOVERNOR,,"Begich, Mark",DEM,5
10-040 Trapper Creek,GOVERNOR,,"Toien, William S.",LIB,5
10-040 Trapper Creek,GOVERNOR,,Registered Voters,,636
10-040 Trapper Creek,GOVERNOR,,Times Counted,,76
10-040 Trapper Creek,GOVERNOR,,"Colbry, Darin A.",REP,0
10-040 Trapper Creek,GOVERNOR,,"Dunleavy, Mike J.",REP,61
10-040 Trapper Creek,GOVERNOR,,"Gordon, Thomas A.",REP,1
10-040 Trapper Creek,GOVERNOR,,"Heikes, Gerald L.",REP,3
10-040 Trapper Creek,GOVERNOR,,"Hlatcu, Merica",REP,0
10-040 Trapper Creek,GOVERNOR,,"Sheldon, Michael D.",REP,1
10-040 Trapper Creek,GOVERNOR,,"Treadwell, Mead",REP,9
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,Registered Voters,,636
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,Times Counted,,12
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,8
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,Registered Voters,,636
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,Times Counted,,76
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,14
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,30
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,13
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,5
10-040 Trapper Creek,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
10-040 Trapper Creek,State Senate,E,Registered Voters,,636
10-040 Trapper Creek,State Senate,E,Times Counted,,12
10-040 Trapper Creek,State Senate,E,"Kay, Susan \Su\""""",DEM,10
10-040 Trapper Creek,State Senate,E,Registered Voters,,636
10-040 Trapper Creek,State Senate,E,Times Counted,,76
10-040 Trapper Creek,State Senate,E,"Kowalke, Randall D.",REP,21
10-040 Trapper Creek,State Senate,E,"Shower, Michael K.",REP,53
10-040 Trapper Creek,State House,10,Registered Voters,,636
10-040 Trapper Creek,State House,10,Times Counted,,12
10-040 Trapper Creek,State House,10,"Lacy, Neal T.",DEM,7
10-040 Trapper Creek,State House,10,"Faye-Brazel, Patrici",DEM,3
10-040 Trapper Creek,State House,10,Registered Voters,,636
10-040 Trapper Creek,State House,10,Times Counted,,76
10-040 Trapper Creek,State House,10,"Eastman, David",REP,60
10-045 Willow,U.S. House,1,Registered Voters,,1997
10-045 Willow,U.S. House,1,Times Counted,,89
10-045 Willow,U.S. House,1,"Cumings, Christophe",DEM,9
10-045 Willow,U.S. House,1,"Galvin, Alyse S.",DEM,36
10-045 Willow,U.S. House,1,"Hafner, Carol",DEM,12
10-045 Willow,U.S. House,1,"Shein, Dimitri",DEM,26
10-045 Willow,U.S. House,1,Registered Voters,,1997
10-045 Willow,U.S. House,1,Times Counted,,392
10-045 Willow,U.S. House,1,"Nelson, Thomas",REP,106
10-045 Willow,U.S. House,1,"Whittaker, Jed",REP,51
10-045 Willow,U.S. House,1,"Young, Don",REP,224
10-045 Willow,GOVERNOR,,Registered Voters,,1997
10-045 Willow,GOVERNOR,,Times Counted,,89
10-045 Willow,GOVERNOR,,"Begich, Mark",DEM,71
10-045 Willow,GOVERNOR,,"Toien, William S.",LIB,15
10-045 Willow,GOVERNOR,,Registered Voters,,1997
10-045 Willow,GOVERNOR,,Times Counted,,392
10-045 Willow,GOVERNOR,,"Colbry, Darin A.",REP,1
10-045 Willow,GOVERNOR,,"Dunleavy, Mike J.",REP,284
10-045 Willow,GOVERNOR,,"Gordon, Thomas A.",REP,2
10-045 Willow,GOVERNOR,,"Heikes, Gerald L.",REP,5
10-045 Willow,GOVERNOR,,"Hlatcu, Merica",REP,4
10-045 Willow,GOVERNOR,,"Sheldon, Michael D.",REP,0
10-045 Willow,GOVERNOR,,"Treadwell, Mead",REP,93
10-045 Willow,LIEUTENANT GOVERNOR,,Registered Voters,,1997
10-045 Willow,LIEUTENANT GOVERNOR,,Times Counted,,89
10-045 Willow,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,71
10-045 Willow,LIEUTENANT GOVERNOR,,Registered Voters,,1997
10-045 Willow,LIEUTENANT GOVERNOR,,Times Counted,,392
10-045 Willow,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,54
10-045 Willow,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,133
10-045 Willow,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,23
10-045 Willow,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,111
10-045 Willow,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,27
10-045 Willow,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,17
10-045 Willow,State Senate,E,Registered Voters,,1997
10-045 Willow,State Senate,E,Times Counted,,89
10-045 Willow,State Senate,E,"Kay, Susan \Su\""""",DEM,73
10-045 Willow,State Senate,E,Registered Voters,,1997
10-045 Willow,State Senate,E,Times Counted,,392
10-045 Willow,State Senate,E,"Kowalke, Randall D.",REP,150
10-045 Willow,State Senate,E,"Shower, Michael K.",REP,217
10-045 Willow,State House,10,Registered Voters,,1997
10-045 Willow,State House,10,Times Counted,,89
10-045 Willow,State House,10,"Lacy, Neal T.",DEM,25
10-045 Willow,State House,10,"Faye-Brazel, Patrici",DEM,52
10-045 Willow,State House,10,Registered Voters,,1997
10-045 Willow,State House,10,Times Counted,,392
10-045 Willow,State House,10,"Eastman, David",REP,280
10-050 Meadow Lakes No. 4,U.S. House,1,Registered Voters,,778
10-050 Meadow Lakes No. 4,U.S. House,1,Times Counted,,10
10-050 Meadow Lakes No. 4,U.S. House,1,"Cumings, Christophe",DEM,0
10-050 Meadow Lakes No. 4,U.S. House,1,"Galvin, Alyse S.",DEM,4
10-050 Meadow Lakes No. 4,U.S. House,1,"Hafner, Carol",DEM,1
10-050 Meadow Lakes No. 4,U.S. House,1,"Shein, Dimitri",DEM,3
10-050 Meadow Lakes No. 4,U.S. House,1,Registered Voters,,778
10-050 Meadow Lakes No. 4,U.S. House,1,Times Counted,,76
10-050 Meadow Lakes No. 4,U.S. House,1,"Nelson, Thomas",REP,13
10-050 Meadow Lakes No. 4,U.S. House,1,"Whittaker, Jed",REP,15
10-050 Meadow Lakes No. 4,U.S. House,1,"Young, Don",REP,44
10-050 Meadow Lakes No. 4,GOVERNOR,,Registered Voters,,778
10-050 Meadow Lakes No. 4,GOVERNOR,,Times Counted,,10
10-050 Meadow Lakes No. 4,GOVERNOR,,"Begich, Mark",DEM,6
10-050 Meadow Lakes No. 4,GOVERNOR,,"Toien, William S.",LIB,3
10-050 Meadow Lakes No. 4,GOVERNOR,,Registered Voters,,778
10-050 Meadow Lakes No. 4,GOVERNOR,,Times Counted,,76
10-050 Meadow Lakes No. 4,GOVERNOR,,"Colbry, Darin A.",REP,0
10-050 Meadow Lakes No. 4,GOVERNOR,,"Dunleavy, Mike J.",REP,55
10-050 Meadow Lakes No. 4,GOVERNOR,,"Gordon, Thomas A.",REP,2
10-050 Meadow Lakes No. 4,GOVERNOR,,"Heikes, Gerald L.",REP,0
10-050 Meadow Lakes No. 4,GOVERNOR,,"Hlatcu, Merica",REP,1
10-050 Meadow Lakes No. 4,GOVERNOR,,"Sheldon, Michael D.",REP,1
10-050 Meadow Lakes No. 4,GOVERNOR,,"Treadwell, Mead",REP,17
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,Registered Voters,,778
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,Times Counted,,10
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,6
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,Registered Voters,,778
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,Times Counted,,76
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,12
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,31
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,4
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,17
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,5
10-050 Meadow Lakes No. 4,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,6
10-050 Meadow Lakes No. 4,State Senate,E,Registered Voters,,778
10-050 Meadow Lakes No. 4,State Senate,E,Times Counted,,10
10-050 Meadow Lakes No. 4,State Senate,E,"Kay, Susan \Su\""""",DEM,7
10-050 Meadow Lakes No. 4,State Senate,E,Registered Voters,,778
10-050 Meadow Lakes No. 4,State Senate,E,Times Counted,,76
10-050 Meadow Lakes No. 4,State Senate,E,"Kowalke, Randall D.",REP,34
10-050 Meadow Lakes No. 4,State Senate,E,"Shower, Michael K.",REP,40
10-050 Meadow Lakes No. 4,State House,10,Registered Voters,,778
10-050 Meadow Lakes No. 4,State House,10,Times Counted,,10
10-050 Meadow Lakes No. 4,State House,10,"Lacy, Neal T.",DEM,2
10-050 Meadow Lakes No. 4,State House,10,"Faye-Brazel, Patrici",DEM,5
10-050 Meadow Lakes No. 4,State House,10,Registered Voters,,778
10-050 Meadow Lakes No. 4,State House,10,Times Counted,,76
10-050 Meadow Lakes No. 4,State House,10,"Eastman, David",REP,68
10-055 Lakes No. 2,U.S. House,1,Registered Voters,,1167
10-055 Lakes No. 2,U.S. House,1,Times Counted,,39
10-055 Lakes No. 2,U.S. House,1,"Cumings, Christophe",DEM,3
10-055 Lakes No. 2,U.S. House,1,"Galvin, Alyse S.",DEM,24
10-055 Lakes No. 2,U.S. House,1,"Hafner, Carol",DEM,7
10-055 Lakes No. 2,U.S. House,1,"Shein, Dimitri",DEM,5
10-055 Lakes No. 2,U.S. House,1,Registered Voters,,1167
10-055 Lakes No. 2,U.S. House,1,Times Counted,,159
10-055 Lakes No. 2,U.S. House,1,"Nelson, Thomas",REP,33
10-055 Lakes No. 2,U.S. House,1,"Whittaker, Jed",REP,17
10-055 Lakes No. 2,U.S. House,1,"Young, Don",REP,103
10-055 Lakes No. 2,GOVERNOR,,Registered Voters,,1167
10-055 Lakes No. 2,GOVERNOR,,Times Counted,,39
10-055 Lakes No. 2,GOVERNOR,,"Begich, Mark",DEM,31
10-055 Lakes No. 2,GOVERNOR,,"Toien, William S.",LIB,7
10-055 Lakes No. 2,GOVERNOR,,Registered Voters,,1167
10-055 Lakes No. 2,GOVERNOR,,Times Counted,,159
10-055 Lakes No. 2,GOVERNOR,,"Colbry, Darin A.",REP,1
10-055 Lakes No. 2,GOVERNOR,,"Dunleavy, Mike J.",REP,127
10-055 Lakes No. 2,GOVERNOR,,"Gordon, Thomas A.",REP,1
10-055 Lakes No. 2,GOVERNOR,,"Heikes, Gerald L.",REP,0
10-055 Lakes No. 2,GOVERNOR,,"Hlatcu, Merica",REP,0
10-055 Lakes No. 2,GOVERNOR,,"Sheldon, Michael D.",REP,1
10-055 Lakes No. 2,GOVERNOR,,"Treadwell, Mead",REP,29
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,Registered Voters,,1167
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,Times Counted,,39
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,36
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,Registered Voters,,1167
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,Times Counted,,159
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,24
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,78
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,8
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,30
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,5
10-055 Lakes No. 2,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,6
10-055 Lakes No. 2,State Senate,E,Registered Voters,,1167
10-055 Lakes No. 2,State Senate,E,Times Counted,,39
10-055 Lakes No. 2,State Senate,E,"Kay, Susan \Su\""""",DEM,34
10-055 Lakes No. 2,State Senate,E,Registered Voters,,1167
10-055 Lakes No. 2,State Senate,E,Times Counted,,159
10-055 Lakes No. 2,State Senate,E,"Kowalke, Randall D.",REP,34
10-055 Lakes No. 2,State Senate,E,"Shower, Michael K.",REP,115
10-055 Lakes No. 2,State House,10,Registered Voters,,1167
10-055 Lakes No. 2,State House,10,Times Counted,,39
10-055 Lakes No. 2,State House,10,"Lacy, Neal T.",DEM,19
10-055 Lakes No. 2,State House,10,"Faye-Brazel, Patrici",DEM,17
10-055 Lakes No. 2,State House,10,Registered Voters,,1167
10-055 Lakes No. 2,State House,10,Times Counted,,159
10-055 Lakes No. 2,State House,10,"Eastman, David",REP,132
11-055 Walby,U.S. House,1,Registered Voters,,2232
11-055 Walby,U.S. House,1,Times Counted,,56
11-055 Walby,U.S. House,1,"Cumings, Christophe",DEM,5
11-055 Walby,U.S. House,1,"Galvin, Alyse S.",DEM,28
11-055 Walby,U.S. House,1,"Hafner, Carol",DEM,8
11-055 Walby,U.S. House,1,"Shein, Dimitri",DEM,14
11-055 Walby,U.S. House,1,Registered Voters,,2232
11-055 Walby,U.S. House,1,Times Counted,,366
11-055 Walby,U.S. House,1,"Nelson, Thomas",REP,59
11-055 Walby,U.S. House,1,"Whittaker, Jed",REP,50
11-055 Walby,U.S. House,1,"Young, Don",REP,247
11-055 Walby,GOVERNOR,,Registered Voters,,2232
11-055 Walby,GOVERNOR,,Times Counted,,56
11-055 Walby,GOVERNOR,,"Begich, Mark",DEM,47
11-055 Walby,GOVERNOR,,"Toien, William S.",LIB,8
11-055 Walby,GOVERNOR,,Registered Voters,,2232
11-055 Walby,GOVERNOR,,Times Counted,,366
11-055 Walby,GOVERNOR,,"Colbry, Darin A.",REP,0
11-055 Walby,GOVERNOR,,"Dunleavy, Mike J.",REP,277
11-055 Walby,GOVERNOR,,"Gordon, Thomas A.",REP,1
11-055 Walby,GOVERNOR,,"Heikes, Gerald L.",REP,1
11-055 Walby,GOVERNOR,,"Hlatcu, Merica",REP,3
11-055 Walby,GOVERNOR,,"Sheldon, Michael D.",REP,1
11-055 Walby,GOVERNOR,,"Treadwell, Mead",REP,81
11-055 Walby,LIEUTENANT GOVERNOR,,Registered Voters,,2232
11-055 Walby,LIEUTENANT GOVERNOR,,Times Counted,,56
11-055 Walby,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,52
11-055 Walby,LIEUTENANT GOVERNOR,,Registered Voters,,2232
11-055 Walby,LIEUTENANT GOVERNOR,,Times Counted,,366
11-055 Walby,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,64
11-055 Walby,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,154
11-055 Walby,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,9
11-055 Walby,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,88
11-055 Walby,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,18
11-055 Walby,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,9
11-055 Walby,State House,11,Registered Voters,,2232
11-055 Walby,State House,11,Times Counted,,56
11-055 Walby,State House,11,"Patterson, Eileen E.",DEM,52
11-055 Walby,State House,11,Registered Voters,,2232
11-055 Walby,State House,11,Times Counted,,366
11-055 Walby,State House,11,"DeVries, Edna B.",REP,116
11-055 Walby,State House,11,"Johnson, DeLena M.",REP,235
11-060 Greater Palmer,U.S. House,1,Registered Voters,,1765
11-060 Greater Palmer,U.S. House,1,Times Counted,,82
11-060 Greater Palmer,U.S. House,1,"Cumings, Christophe",DEM,8
11-060 Greater Palmer,U.S. House,1,"Galvin, Alyse S.",DEM,43
11-060 Greater Palmer,U.S. House,1,"Hafner, Carol",DEM,12
11-060 Greater Palmer,U.S. House,1,"Shein, Dimitri",DEM,15
11-060 Greater Palmer,U.S. House,1,Registered Voters,,1765
11-060 Greater Palmer,U.S. House,1,Times Counted,,272
11-060 Greater Palmer,U.S. House,1,"Nelson, Thomas",REP,34
11-060 Greater Palmer,U.S. House,1,"Whittaker, Jed",REP,41
11-060 Greater Palmer,U.S. House,1,"Young, Don",REP,180
11-060 Greater Palmer,GOVERNOR,,Registered Voters,,1765
11-060 Greater Palmer,GOVERNOR,,Times Counted,,82
11-060 Greater Palmer,GOVERNOR,,"Begich, Mark",DEM,66
11-060 Greater Palmer,GOVERNOR,,"Toien, William S.",LIB,13
11-060 Greater Palmer,GOVERNOR,,Registered Voters,,1765
11-060 Greater Palmer,GOVERNOR,,Times Counted,,272
11-060 Greater Palmer,GOVERNOR,,"Colbry, Darin A.",REP,0
11-060 Greater Palmer,GOVERNOR,,"Dunleavy, Mike J.",REP,181
11-060 Greater Palmer,GOVERNOR,,"Gordon, Thomas A.",REP,3
11-060 Greater Palmer,GOVERNOR,,"Heikes, Gerald L.",REP,2
11-060 Greater Palmer,GOVERNOR,,"Hlatcu, Merica",REP,2
11-060 Greater Palmer,GOVERNOR,,"Sheldon, Michael D.",REP,3
11-060 Greater Palmer,GOVERNOR,,"Treadwell, Mead",REP,79
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,Registered Voters,,1765
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,Times Counted,,82
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,67
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,Registered Voters,,1765
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,Times Counted,,272
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,29
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,144
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,5
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,58
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,16
11-060 Greater Palmer,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,7
11-060 Greater Palmer,State House,11,Registered Voters,,1765
11-060 Greater Palmer,State House,11,Times Counted,,82
11-060 Greater Palmer,State House,11,"Patterson, Eileen E.",DEM,70
11-060 Greater Palmer,State House,11,Registered Voters,,1765
11-060 Greater Palmer,State House,11,Times Counted,,272
11-060 Greater Palmer,State House,11,"DeVries, Edna B.",REP,94
11-060 Greater Palmer,State House,11,"Johnson, DeLena M.",REP,170
11-065 Mat-Su Campus,U.S. House,1,Registered Voters,,1041
11-065 Mat-Su Campus,U.S. House,1,Times Counted,,24
11-065 Mat-Su Campus,U.S. House,1,"Cumings, Christophe",DEM,1
11-065 Mat-Su Campus,U.S. House,1,"Galvin, Alyse S.",DEM,12
11-065 Mat-Su Campus,U.S. House,1,"Hafner, Carol",DEM,1
11-065 Mat-Su Campus,U.S. House,1,"Shein, Dimitri",DEM,9
11-065 Mat-Su Campus,U.S. House,1,Registered Voters,,1041
11-065 Mat-Su Campus,U.S. House,1,Times Counted,,174
11-065 Mat-Su Campus,U.S. House,1,"Nelson, Thomas",REP,23
11-065 Mat-Su Campus,U.S. House,1,"Whittaker, Jed",REP,32
11-065 Mat-Su Campus,U.S. House,1,"Young, Don",REP,110
11-065 Mat-Su Campus,GOVERNOR,,Registered Voters,,1041
11-065 Mat-Su Campus,GOVERNOR,,Times Counted,,24
11-065 Mat-Su Campus,GOVERNOR,,"Begich, Mark",DEM,21
11-065 Mat-Su Campus,GOVERNOR,,"Toien, William S.",LIB,3
11-065 Mat-Su Campus,GOVERNOR,,Registered Voters,,1041
11-065 Mat-Su Campus,GOVERNOR,,Times Counted,,174
11-065 Mat-Su Campus,GOVERNOR,,"Colbry, Darin A.",REP,1
11-065 Mat-Su Campus,GOVERNOR,,"Dunleavy, Mike J.",REP,127
11-065 Mat-Su Campus,GOVERNOR,,"Gordon, Thomas A.",REP,4
11-065 Mat-Su Campus,GOVERNOR,,"Heikes, Gerald L.",REP,0
11-065 Mat-Su Campus,GOVERNOR,,"Hlatcu, Merica",REP,2
11-065 Mat-Su Campus,GOVERNOR,,"Sheldon, Michael D.",REP,3
11-065 Mat-Su Campus,GOVERNOR,,"Treadwell, Mead",REP,37
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,Registered Voters,,1041
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,Times Counted,,24
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,21
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,Registered Voters,,1041
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,Times Counted,,174
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,17
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,93
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,5
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,44
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,7
11-065 Mat-Su Campus,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,5
11-065 Mat-Su Campus,State House,11,Registered Voters,,1041
11-065 Mat-Su Campus,State House,11,Times Counted,,24
11-065 Mat-Su Campus,State House,11,"Patterson, Eileen E.",DEM,21
11-065 Mat-Su Campus,State House,11,Registered Voters,,1041
11-065 Mat-Su Campus,State House,11,Times Counted,,174
11-065 Mat-Su Campus,State House,11,"DeVries, Edna B.",REP,55
11-065 Mat-Su Campus,State House,11,"Johnson, DeLena M.",REP,114
11-070 Palmer City No. 1,U.S. House,1,Registered Voters,,2563
11-070 Palmer City No. 1,U.S. House,1,Times Counted,,101
11-070 Palmer City No. 1,U.S. House,1,"Cumings, Christophe",DEM,11
11-070 Palmer City No. 1,U.S. House,1,"Galvin, Alyse S.",DEM,44
11-070 Palmer City No. 1,U.S. House,1,"Hafner, Carol",DEM,17
11-070 Palmer City No. 1,U.S. House,1,"Shein, Dimitri",DEM,22
11-070 Palmer City No. 1,U.S. House,1,Registered Voters,,2563
11-070 Palmer City No. 1,U.S. House,1,Times Counted,,315
11-070 Palmer City No. 1,U.S. House,1,"Nelson, Thomas",REP,58
11-070 Palmer City No. 1,U.S. House,1,"Whittaker, Jed",REP,52
11-070 Palmer City No. 1,U.S. House,1,"Young, Don",REP,196
11-070 Palmer City No. 1,GOVERNOR,,Registered Voters,,2563
11-070 Palmer City No. 1,GOVERNOR,,Times Counted,,101
11-070 Palmer City No. 1,GOVERNOR,,"Begich, Mark",DEM,86
11-070 Palmer City No. 1,GOVERNOR,,"Toien, William S.",LIB,12
11-070 Palmer City No. 1,GOVERNOR,,Registered Voters,,2563
11-070 Palmer City No. 1,GOVERNOR,,Times Counted,,315
11-070 Palmer City No. 1,GOVERNOR,,"Colbry, Darin A.",REP,2
11-070 Palmer City No. 1,GOVERNOR,,"Dunleavy, Mike J.",REP,189
11-070 Palmer City No. 1,GOVERNOR,,"Gordon, Thomas A.",REP,5
11-070 Palmer City No. 1,GOVERNOR,,"Heikes, Gerald L.",REP,2
11-070 Palmer City No. 1,GOVERNOR,,"Hlatcu, Merica",REP,4
11-070 Palmer City No. 1,GOVERNOR,,"Sheldon, Michael D.",REP,4
11-070 Palmer City No. 1,GOVERNOR,,"Treadwell, Mead",REP,106
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,2563
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,Times Counted,,101
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,86
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,Registered Voters,,2563
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,Times Counted,,315
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,43
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,124
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,17
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,75
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,24
11-070 Palmer City No. 1,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,12
11-070 Palmer City No. 1,State House,11,Registered Voters,,2563
11-070 Palmer City No. 1,State House,11,Times Counted,,101
11-070 Palmer City No. 1,State House,11,"Patterson, Eileen E.",DEM,89
11-070 Palmer City No. 1,State House,11,Registered Voters,,2563
11-070 Palmer City No. 1,State House,11,Times Counted,,315
11-070 Palmer City No. 1,State House,11,"DeVries, Edna B.",REP,138
11-070 Palmer City No. 1,State House,11,"Johnson, DeLena M.",REP,164
11-075 Palmer City No. 2,U.S. House,1,Registered Voters,,2186
11-075 Palmer City No. 2,U.S. House,1,Times Counted,,75
